1,PH_EMX1_PULSE : PULSE begin
2,PH_EMX1_PULSE : Open drain valve
3,PH_EMX1_PULSE : Close drain valve
4,PH_EMX1_PULSE : Start timer
5,PH_EMX1_PULSE : Last Step
6,PH_EMX1_PULSE : Reset timer
