1,PH_EMC2_ISOLATE : Isolate begin.
2,PH_EMC2_ISOLATE: Prompt to disconnect WFI and PW supply
3,PH_EMC2_ISOLATE : Check connection
4,PH_EMC2_ISOLATE : Setup completed
5,PH_EMC2_ISOLATE : Last Step
