1,PH_EMX6_SETUP_CIP : SETUP CIP begin.
2,PH_EMX6_SETUP_CIP : Prompt to connect SMFLx CIP flowpath
3,PH_EMX6_SETUP_CIP : Check connection
4,PH_EMX6_SETUP_CIP : Setup Completed
5,PH_EMX6_SETUP_CIP : Last Step
