1,PH_EMX6_SETUP_CIP : Prompt to connect SMFLx CIP flowpath
2,PH_EMX6_SETUP_CIP : Check connection
3,PH_EMX6_SETUP_CIP : Setup Completed
4,PH_EMX6_SETUP_CIP : Last Step
