1,PH_EMX6_SETUP_SIP : SETUP SIP begin.
2,PH_EMX6_SETUP_SIP : Prompt to connect SMFLx SIP flowpath
3,PH_EMX6_SETUP_SIP : Check connection
4,PH_EMX6_SETUP_SIP : Setup Completed
5,PH_EMX6_SETUP_SIP : Last Step
