1,PH_EMX1_SETUP_FILTER : SETUP CIPSIP begin.
2,PH_EMX1_SETUP_FILTER : Prompt operator to connect jumpers
3,PH_EMX1_SETUP_FILTER : Check connection
4,PH_EMX1_SETUP_FILTER : Last Step
