1,PH_EMX2_ISOLATE : Isolate begin.
2,PH_EMX2_ISOLATE : Prompt to remove filling machine flowpath
3,PH_EMX2_ISOLATE : Check connection
4,PH_EMX2_ISOLATE : Last Step
