1,PH_EMX6_SIP_SETUP : Prompt to connect SMFLx SIP flowpath
2,PH_EMX6_SIP_SETUP : Check connection
3,PH_EMX6_SIP_SETUP : Setup Completed
4,PH_EMX6_SIP_SETUP : Last Step
