1,UO_SY_FILTER : Filtration Unit Operation Commenced
2,UO_SY_FILTER : Enable Sy LPCA control
3,UO_SY_FILTER : Adjust Sy LPCA pressure
4,UO_SY_FILTER : Filtration Unit Operation Completed
