1,PH_EMX1_SETUP_CIPSIP : SETUP CIPSIP begin.
2,PH_EMX1_SETUP_CIPSIP : Prompt to connect SMFLx CIP flowpath
3,PH_EMX1_SETUP_CIPSIP : Check connection
4,PH_EMX1_SETUP_CIPSIP : Last Step
