1,PH_EMC2_FLUSH : FLUSH begin.
2,PH_EMC2_FLUSH : Open PW supply valve
3,PH_EMC2_FLUSH : Open WFI supply valve
4,PH_EMC2_FLUSH : Open PS(PW) supply valve
5,PH_EMC2_FLUSH : Open PS(WFI) supply valve
6,PH_EMC2_FLUSH : Last Step
