1,PH_EMX6_CIP_SETUP : Prompt to connect SMFLx CIP flowpath
2,PH_EMX6_CIP_SETUP : Check connection
3,PH_EMX6_CIP_SETUP : Setup Completed
4,PH_EMX6_CIP_SETUP : Last Step
