1,PH_EMC2_SETUP : SETUP begin.
2,PH_EMC2_SETUP : Check if PW or WFI
3,PH_EMC2_SETUP : Prompt to connect WFI path
4,PH_EMC2_SETUP : Prompt to connect PW supply path
5,PH_EMC2_SETUP : Check connection
6,PH_EMC2_SETUP : Last Step
