1,PH_EMX6_SETUP_SIP : Prompt to connect SMFLx SIP flowpath
2,PH_EMX6_SETUP_SIP : Check connection
3,PH_EMX6_SETUP_SIP : Setup Completed
4,PH_EMX6_SETUP_SIP : Last Step
