1,PH_EMX6_FILTER_SETUP : Prompt operator to connect jumpers
2,PH_EMX6_FILTER_SETUP : Check connection
3,PH_EMX6_FILTER_SETUP : Setup Completed
4,PH_EMX6_FILTER_SETUP : Last Step
