1,PH_EMV2_PULSE : Begin pulsing sprayball valves
2,PH_EMV2_PULSE : Open sprayball inlet valve 1 and close valve 2
3,PH_EMV2_PULSE : Open sprayball inlet valve 2 and close valve1
4,PH_EMV2_PULSE : Last Step
