1,PH_EMX4_SIP_PULSE: Open valve
2,PH_EMX4_SIP_PULSE : Close valve
3,PH_EMX4_SIP_PULSE : Start timer
4,PH_EMX4_SIP_PULSE : Reset timer
5,PH_EMX4_SIP_PULSE : Last Step
