1,PH_EMM1_MEASURE : Log MEASURE operation begin time.
2,PH_EMM1_MEASURE : Wait Settle Time
3,PH_EMM1_MEASURE : Update Net Mass
4,PH_EMM1_MEASURE : Last Step
