Name,Parent,DefaultEntry,Value,Text [en-US],FieldInfos
Text list entry_4,EMC2_State,,4,SETUP,
Text list entry_5,EMC2_State,,51,INTERLOCKED,
Text list entry_6,EMC2_State,,98,ABORTED,
Text list entry_7,EMC2_State,,99,COMPLETED,
Text list entry_0,EMC3_State,,0,STOPPED,
Text list entry_1,EMC3_State,,1,FLUSH,
Text list entry_2,EMC3_State,,2,ISOLATE,
Text list entry_3,EMC3_State,,3,SETUP,
Text list entry_4,EMC3_State,,51,INTERLOCKED,
Text list entry_5,EMC3_State,,98,ABORTED,
Text list entry_6,EMC3_State,,99,COMPLETED,
Text list entry_0,EMG1_State,,0,STOPPED,
Text list entry_1,EMG1_State,,1,FILTER,
Text list entry_2,EMG1_State,,2,SIP,
Text list entry_3,EMG1_State,,51,INTERLOCKED,
Text list entry_4,EMG1_State,,98,ABORTED,
Text list entry_5,EMG1_State,,99,COMPLETED,
Text list entry_0,EMM1_State,,0,STOPPED,
Text list entry_1,EMM1_State,,1,MEASURE,
Text list entry_2,EMM1_State,,2,TARE,
Text list entry_3,EMM1_State,,51,INTERLOCKED,
Text list entry_4,EMM1_State,,98,ABORTED,
Text list entry_5,EMM1_State,,99,COMPLETED,
Text list entry_0,EMT1_State,,0,STOPPED,
Text list entry_1,EMT1_State,,1,COOL,
Text list entry_2,EMT1_State,,2,DRAIN,
Text list entry_3,EMT1_State,,3,PREEMPT,
Text list entry_4,EMT1_State,,51,INTERLOCKED,
Text list entry_5,EMT1_State,,98,ABORTED,
Text list entry_6,EMT1_State,,99,COMPLETED,
Text list entry_0,EMV1_State,,0,STOPPED,
Text list entry_1,EMV1_State,,1,DISCHARGE,
Text list entry_2,EMV1_State,,2,ISOLATE,
Text list entry_3,EMV1_State,,3,MANWAY,
Text list entry_4,EMV1_State,,51,INTERLOCKED,
Text list entry_5,EMV1_State,,98,ABORTED,
Text list entry_6,EMV1_State,,99,COMPLETED,
Text list entry_0,EMV2_State,,0,STOPPED,
Text list entry_1,EMV2_State,,1,CHARGE,
Text list entry_2,EMV2_State,,2,PULSE,
Text list entry_3,EMV2_State,,51,INTERLOCKED,
Text list entry_4,EMV2_State,,98,ABORTED,
Text list entry_5,EMV2_State,,99,COMPLETED,
Text list entry_0,EMX1_State,,0,STOPPED,
Text list entry_1,EMX1_State,,1,CIP_MMFLX,
Text list entry_2,EMX1_State,,2,CIP_MX,
Text list entry_3,EMX1_State,,3,FILTER,
Text list entry_4,EMX1_State,,4,SETUP_CIPSIP,
Text list entry_5,EMX1_State,,5,SETUP_FILTER,
Text list entry_6,EMX1_State,,6,SIP,
Text list entry_7,EMX1_State,,51,INTERLOCKED,
Text list entry_8,EMX1_State,,98,ABORTED,
Text list entry_9,EMX1_State,,99,COMPLETED,
Text list entry_0,EMX2_State,,0,STOPPED,
Text list entry_1,EMX2_State,,1,CIP_SY,
Text list entry_2,EMX2_State,,2,FILL_MX,
Text list entry_3,EMX2_State,,3,FILL_SY,
Text list entry_4,EMX2_State,,4,FILTER,
Text list entry_5,EMX2_State,,5,ISOLATE,
Text list entry_6,EMX2_State,,6,SETUP,
Text list entry_7,EMX2_State,,7,SIP,
Text list entry_8,EMX2_State,,51,INTERLOCKED,
Text list entry_9,EMX2_State,,98,ABORTED,
Text list entry_10,EMX2_State,,99,COMPLETED,
Text list entry_0,EMX4_State,,0,STOPPED,
Text list entry_1,EMX4_State,,1,CIP,
Text list entry_2,EMX4_State,,2,SIP,
Text list entry_3,EMX4_State,,3,SIP_PULSE,
Text list entry_4,EMX4_State,,51,INTERLOCKED,
Text list entry_5,EMX4_State,,98,ABORTED,
Text list entry_6,EMX4_State,,99,COMPLETED,
Text list entry_0,EMX5_State,,0,STOPPED,
Text list entry_1,EMX5_State,,1,FILL,
Text list entry_2,EMX5_State,,51,INTERLOCKED,
Text list entry_3,EMX5_State,,98,ABORTED,
Text list entry_4,EMX5_State,,99,COMPLETED,
Text list entry_0,EMX6_State,,0,STOPPED,
Text list entry_1,EMX6_State,,1,CIP,
Text list entry_2,EMX6_State,,2,FILTER,
Text list entry_3,EMX6_State,,3,FILTER_BLEED,
Text list entry_4,EMX6_State,,4,SETUP_CIP,
Text list entry_5,EMX6_State,,5,SETUP_SIP,
Text list entry_6,EMX6_State,,6,SIP,
Text list entry_7,EMX6_State,,51,INTERLOCKED,
Text list entry_8,EMX6_State,,98,ABORTED,
Text list entry_9,EMX6_State,,99,COMPLETED,
Text list entry_0,MX_State,,0,STOPPED,
Text list entry_1,MX_State,,1 - 50,RUNNING,
Text list entry_7,MX_State,,51,INTERLOCKED,
Text list entry_8,MX_State,,98,ABORTED,
Text list entry_9,MX_State,,99,COMPLETED,
Text list entry_0,SY_State,,0,STOPPED,
Text list entry_1,SY_State,,1,CIP,
Text list entry_2,SY_State,,2,FILL,
Text list entry_3,SY_State,,3,FILTER,
Text list entry_4,SY_State,,4,SETUP,
Text list entry_5,SY_State,,5,SIP,
Text list entry_6,SY_State,,51,INTERLOCKED,
Text list entry_7,SY_State,,98,ABORTED,
Text list entry_8,SY_State,,99,COMPLETED,
Text list entry_0,PCMX_State,,0,STOPPED,
Text list entry_1,PCMX_State,,1,CIPSIP,
Text list entry_2,PCMX_State,,2,FILL,
Text list entry_3,PCMX_State,,3,FILTER,
Text list entry_4,PCMX_State,,4,MAKE,
Text list entry_5,PCMX_State,,51,INTERLOCKED,
Text list entry_6,PCMX_State,,98,ABORTED,
Text list entry_7,PCMX_State,,99,COMPLETED,
Text list entry_0,PCSY_State,,0,STOPPED,
Text list entry_1,PCSY_State,,1,CIPSIP,
Text list entry_2,PCSY_State,,2,FILL,
Text list entry_3,PCSY_State,,51,INTERLOCKED,
Text list entry_4,PCSY_State,,98,ABORTED,
Text list entry_5,PCSY_State,,99,COMPLETED,
Text_list_entry_1,VS1_State,,1,DISABLED,
Text_list_entry_2,VS1_State,,2,ENABLED,
Text_list_entry_3,VS1_State,,3,FAULT,
Text list entry_1,MX_Subs,,1,CIP,
Text list entry_2,MX_Subs,,2,FILL,
Text list entry_3,MX_Subs,,3,FILTER,
Text list entry_4,MX_Subs,,4,MAKE,
Text list entry_5,MX_Subs,,5,SETUP,
Text list entry_6,MX_Subs,,6,SIP,
